,Index,GEOID,Seed1,Seed2,Seed3
888,6380,321001D,35,35,31
889,6381,321001E,35,35,31
890,6382,321001F,35,35,31
891,6383,321003A,35,35,31
892,6384,321003B,35,35,31
893,8621,4690001,35,35,31
894,8622,4690002,35,35,31
895,8623,4690003,35,35,31
896,8624,4690004,35,35,31
897,8625,4690005,35,35,31
898,8626,4690006,35,35,31
899,8627,4690007,35,35,31
900,8628,4690008,35,35,31
901,8629,4690009,35,35,31
902,8630,4690010,35,35,31
903,8631,4690011,35,35,31
904,8632,4690012,35,35,31
905,8633,4690013,35,35,31
906,8634,4690014,35,35,31
907,8635,4690015,1,18,31
908,8636,4690016,1,35,31
909,8637,4690017,35,35,31
910,8638,4690018,35,35,31
911,8639,4690019,35,35,31
912,8640,4690020,35,35,31
913,8641,4690021,35,35,31
914,8642,4690022,35,35,31
915,8643,4690023,35,35,31
916,8644,4690024,35,35,31
917,8645,4690025,35,35,31
918,8646,4690026,35,35,31
919,8647,4690027,35,35,31
920,8648,4690028,35,35,31
921,8649,4690029,35,35,31
922,8650,4690030,35,35,31
923,8651,4690031,35,35,31
924,8652,4690032,35,35,31
925,8653,4690033,35,35,31
926,8654,4690034,35,35,31
927,8655,4690035,35,35,31
928,6729,3550001,1,35,33
929,6730,3550002,1,35,33
930,6731,3550003,4,35,33
931,6732,3550004,4,35,24
932,6733,3550005,1,35,33
933,6734,3550006,4,35,33
934,6735,3550007,1,35,33
935,6736,3550008,4,35,33
936,6737,3550009,1,35,33
